"REF_DATE","GEO","DGUID","Land use","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Saskatchewan","2016A000247","Summerfallow land","Acres","Acres","28","units","0","v62726050","9.3.2","1429368","","","","0"
"2021","Saskatchewan","2016A000247","Summerfallow land","Acres","Acres","28","units","0","v62726050","9.3.2","826403","","","","0"
"1976","Saskatchewan","2016A000247","Summerfallow land","Hectares","Hectares","149","units","0","v62726051","9.3.3","7186653","","","","0"
"1981","Saskatchewan","2016A000247","Summerfallow land","Hectares","Hectares","149","units","0","v62726051","9.3.3","6704464","","","","0"
"1986","Saskatchewan","2016A000247","Summerfallow land","Hectares","Hectares","149","units","0","v62726051","9.3.3","5658251","","","","0"
"1991","Saskatchewan","2016A000247","Summerfallow land","Hectares","Hectares","149","units","0","v62726051","9.3.3","5712830","","","","0"
"1996","Saskatchewan","2016A000247","Summerfallow land","Hectares","Hectares","149","units","0","v62726051","9.3.3","4431450","","","","0"
"2001","Saskatchewan","2016A000247","Summerfallow land","Hectares","Hectares","149","units","0","v62726051","9.3.3","3131640","","","","0"
"2006","Saskatchewan","2016A000247","Summerfallow land","Hectares","Hectares","149","units","0","v62726051","9.3.3","2428638","","","","0"
"2011","Saskatchewan","2016A000247","Summerfallow land","Hectares","Hectares","149","units","0","v62726051","9.3.3","1445510","","","","0"
"2016","Saskatchewan","2016A000247","Summerfallow land","Hectares","Hectares","149","units","0","v62726051","9.3.3","578445","","","","0"
"2021","Saskatchewan","2016A000247","Summerfallow land","Hectares","Hectares","149","units","0","v62726051","9.3.3","334433","","","","0"
"1976","Saskatchewan","2016A000247","Summerfallow land","Average area in acres","Acres","28","units","0","v62726052","9.3.4","275","","","","0"
"1981","Saskatchewan","2016A000247","Summerfallow land","Average area in acres","Acres","28","units","0","v62726052","9.3.4","286","","","","0"
"1986","Saskatchewan","2016A000247","Summerfallow land","Average area in acres","Acres","28","units","0","v62726052","9.3.4","277","","","","0"
"1991","Saskatchewan","2016A000247","Summerfallow land","Average area in acres","Acres","28","units","0","v62726052","9.3.4","310","","","","0"
"1996","Saskatchewan","2016A000247","Summerfallow land","Average area in acres","Acres","28","units","0","v62726052","9.3.4","291","","","","0"
"2001","Saskatchewan","2016A000247","Summerfallow land","Average area in acres","Acres","28","units","0","v62726052","9.3.4","275","","","","0"
"2006","Saskatchewan","2016A000247","Summerfallow land","Average area in acres","Acres","28","units","0","v62726052","9.3.4","320","","","","0"
"2011","Saskatchewan","2016A000247","Summerfallow land","Average area in acres","Acres","28","units","0","v62726052","9.3.4","344","","","","0"
"2016","Saskatchewan","2016A000247","Summerfallow land","Average area in acres","Acres","28","units","0","v62726052","9.3.4","256","","","","0"
"2021","Saskatchewan","2016A000247","Summerfallow land","Average area in acres","Acres","28","units","0","v62726052","9.3.4","268","","","","0"
"1976","Saskatchewan","2016A000247","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62726053","9.4.1","16233","","","","0"
"1981","Saskatchewan","2016A000247","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62726053","9.4.1","17071","","","","0"
"1986","Saskatchewan","2016A000247","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62726053","9.4.1","12668","","","","0"
"1991","Saskatchewan","2016A000247","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62726053","9.4.1","13333","","","","0"
"1996","Saskatchewan","2016A000247","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62726053","9.4.1","17101","","","","0"
"2001","Saskatchewan","2016A000247","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62726053","9.4.1","14045","","","","0"
"2006","Saskatchewan","2016A000247","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62726053","9.4.1","14396","","","","0"
"2011","Saskatchewan","2016A000247","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62726053","9.4.1","11759","","","","0"
"2016","Saskatchewan","2016A000247","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62726053","9.4.1","10052","","","","0"
"2021","Saskatchewan","2016A000247","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62726053","9.4.1","9409","","","","0"
"1976","Saskatchewan","2016A000247","Tame or seeded pasture","Acres","Acres","28","units","0","v62726054","9.4.2","2246653","","","","0"
"1981","Saskatchewan","2016A000247","Tame or seeded pasture","Acres","Acres","28","units","0","v62726054","9.4.2","2410177","","","","0"
"1986","Saskatchewan","2016A000247","Tame or seeded pasture","Acres","Acres","28","units","0","v62726054","9.4.2","2171380","","","","0"
"1991","Saskatchewan","2016A000247","Tame or seeded pasture","Acres","Acres","28","units","0","v62726054","9.4.2","2658002","","","","0"
"1996","Saskatchewan","2016A000247","Tame or seeded pasture","Acres","Acres","28","units","0","v62726054","9.4.2","3047567","","","","0"
"2001","Saskatchewan","2016A000247","Tame or seeded pasture","Acres","Acres","28","units","0","v62726054","9.4.2","3473646","","","","0"
"2006","Saskatchewan","2016A000247","Tame or seeded pasture","Acres","Acres","28","units","0","v62726054","9.4.2","4848757","","","","0"
"2011","Saskatchewan","2016A000247","Tame or seeded pasture","Acres","Acres","28","units","0","v62726054","9.4.2","5085323","","","","0"
"2016","Saskatchewan","2016A000247","Tame or seeded pasture","Acres","Acres","28","units","0","v62726054","9.4.2","4810638","","","","0"
"2021","Saskatchewan","2016A000247","Tame or seeded pasture","Acres","Acres","28","units","0","v62726054","9.4.2","4779192","","","","0"
"1976","Saskatchewan","2016A000247","Tame or seeded pasture","Hectares","Hectares","149","units","0","v62726055","9.4.3","909188","","","","0"
"1981","Saskatchewan","2016A000247","Tame or seeded pasture","Hectares","Hectares","149","units","0","v62726055","9.4.3","975364","","","","0"
"1986","Saskatchewan","2016A000247","Tame or seeded pasture","Hectares","Hectares","149","units","0","v62726055","9.4.3","878726","","","","0"
"1991","Saskatchewan","2016A000247","Tame or seeded pasture","Hectares","Hectares","149","units","0","v62726055","9.4.3","1075655","","","","0"
"1996","Saskatchewan","2016A000247","Tame or seeded pasture","Hectares","Hectares","149","units","0","v62726055","9.4.3","1233306","","","","0"
"2001","Saskatchewan","2016A000247","Tame or seeded pasture","Hectares","Hectares","149","units","0","v62726055","9.4.3","1405735","","","","0"
"2006","Saskatchewan","2016A000247","Tame or seeded pasture","Hectares","Hectares","149","units","0","v62726055","9.4.3","1962222","","","","0"
"2011","Saskatchewan","2016A000247","Tame or seeded pasture","Hectares","Hectares","149","units","0","v62726055","9.4.3","2057957","","","","0"
"2016","Saskatchewan","2016A000247","Tame or seeded pasture","Hectares","Hectares","149","units","0","v62726055","9.4.3","1946796","","","","0"
"2021","Saskatchewan","2016A000247","Tame or seeded pasture","Hectares","Hectares","149","units","0","v62726055","9.4.3","1934070","","","","0"
"1976","Saskatchewan","2016A000247","Tame or seeded pasture","Average area in acres","Acres","28","units","0","v62726056","9.4.4","138","","","","0"
"1981","Saskatchewan","2016A000247","Tame or seeded pasture","Average area in acres","Acres","28","units","0","v62726056","9.4.4","141","","","","0"
"1986","Saskatchewan","2016A000247","Tame or seeded pasture","Average area in acres","Acres","28","units","0","v62726056","9.4.4","171","","","","0"
"1991","Saskatchewan","2016A000247","Tame or seeded pasture","Average area in acres","Acres","28","units","0","v62726056","9.4.4","199","","","","0"
"1996","Saskatchewan","2016A000247","Tame or seeded pasture","Average area in acres","Acres","28","units","0","v62726056","9.4.4","178","","","","0"
"2001","Saskatchewan","2016A000247","Tame or seeded pasture","Average area in acres","Acres","28","units","0","v62726056","9.4.4","247","","","","0"
"2006","Saskatchewan","2016A000247","Tame or seeded pasture","Average area in acres","Acres","28","units","0","v62726056","9.4.4","337","","","","0"
"2011","Saskatchewan","2016A000247","Tame or seeded pasture","Average area in acres","Acres","28","units","0","v62726056","9.4.4","432","","","","0"
"2016","Saskatchewan","2016A000247","Tame or seeded pasture","Average area in acres","Acres","28","units","0","v62726056","9.4.4","479","","","","0"
"2021","Saskatchewan","2016A000247","Tame or seeded pasture","Average area in acres","Acres","28","units","0","v62726056","9.4.4","508","","","","0"
"1976","Saskatchewan","2016A000247","All other land","Number of farms reporting","Number","223","units","0","v62726057","9.5.1","62807","","","","0"
"1981","Saskatchewan","2016A000247","All other land","Number of farms reporting","Number","223","units","0","v62726057","9.5.1","57271","","","","0"
"1986","Saskatchewan","2016A000247","All other land","Number of farms reporting","Number","223","units","0","v62726057","9.5.1","53223","","","","0"
"1991","Saskatchewan","2016A000247","All other land","Number of farms reporting","Number","223","units","0","v62726057","9.5.1","51926","","","","0"
"1996","Saskatchewan","2016A000247","All other land","Number of farms reporting","Number","223","units","0","v62726057","9.5.1","49598","","","","0"
"2001","Saskatchewan","2016A000247","All other land","Number of farms reporting","Number","223","units","0","v62726057","9.5.1","41889","","","","0"
"2006","Saskatchewan","2016A000247","All other land","Number of farms reporting","Number","223","units","0","v62726057","9.5.1","36243","","","","0"
"2011","Saskatchewan","2016A000247","All other land","Number of farms reporting","Number","223","units","0","v62726057","9.5.1","30110","","","","0"
"2016","Saskatchewan","2016A000247","All other land","Number of farms reporting","Number","223","units","0","v62726057","9.5.1","26274","","","","0"
"2021","Saskatchewan","2016A000247","All other land","Number of farms reporting","Number","223","units","0","v62726057","9.5.1","23728","","","","0"
"1976","Saskatchewan","2016A000247","All other land","Acres","Acres","28","units","0","v62726058","9.5.2","19310731","","","","0"
"1981","Saskatchewan","2016A000247","All other land","Acres","Acres","28","units","0","v62726058","9.5.2","16127098","","","","0"
"1986","Saskatchewan","2016A000247","All other land","Acres","Acres","28","units","0","v62726058","9.5.2","16646421","","","","0"
"1991","Saskatchewan","2016A000247","All other land","Acres","Acres","28","units","0","v62726058","9.5.2","16353653","","","","0"
"1996","Saskatchewan","2016A000247","All other land","Acres","Acres","28","units","0","v62726058","9.5.2","16075823","","","","0"
"2001","Saskatchewan","2016A000247","All other land","Acres","Acres","28","units","0","v62726058","9.5.2","15696979","","","","0"
"2006","Saskatchewan","2016A000247","All other land","Acres","Acres","28","units","0","v62726058","9.5.2","16436567","","","","0"
"2011","Saskatchewan","2016A000247","All other land","Acres","Acres","28","units","0","v62726058","9.5.2","16574899","","","","0"
"2016","Saskatchewan","2016A000247","All other land","Acres","Acres","28","units","0","v62726058","9.5.2","14856483","","","","0"
"2021","Saskatchewan","2016A000247","All other land","Acres","Acres","28","units","0","v62726058","9.5.2","14346246","","","","0"
"1976","Saskatchewan","2016A000247","All other land","Hectares","Hectares","149","units","0","v62726059","9.5.3","7814775","","","","0"
"1981","Saskatchewan","2016A000247","All other land","Hectares","Hectares","149","units","0","v62726059","9.5.3","6526404","","","","0"
"1986","Saskatchewan","2016A000247","All other land","Hectares","Hectares","149","units","0","v62726059","9.5.3","6736567","","","","0"
"1991","Saskatchewan","2016A000247","All other land","Hectares","Hectares","149","units","0","v62726059","9.5.3","6618088","","","","0"
"1996","Saskatchewan","2016A000247","All other land","Hectares","Hectares","149","units","0","v62726059","9.5.3","6505654","","","","0"
"2001","Saskatchewan","2016A000247","All other land","Hectares","Hectares","149","units","0","v62726059","9.5.3","6352341","","","","0"
"2006","Saskatchewan","2016A000247","All other land","Hectares","Hectares","149","units","0","v62726059","9.5.3","6651642","","","","0"
"2011","Saskatchewan","2016A000247","All other land","Hectares","Hectares","149","units","0","v62726059","9.5.3","6707623","","","","0"
"2016","Saskatchewan","2016A000247","All other land","Hectares","Hectares","149","units","0","v62726059","9.5.3","6012205","","","","0"
"2021","Saskatchewan","2016A000247","All other land","Hectares","Hectares","149","units","0","v62726059","9.5.3","5805719","","","","0"
"1976","Saskatchewan","2016A000247","All other land","Average area in acres","Acres","28","units","0","v62726060","9.5.4","307","","","","0"
"1981","Saskatchewan","2016A000247","All other land","Average area in acres","Acres","28","units","0","v62726060","9.5.4","282","","","","0"
"1986","Saskatchewan","2016A000247","All other land","Average area in acres","Acres","28","units","0","v62726060","9.5.4","313","","","","0"
"1991","Saskatchewan","2016A000247","All other land","Average area in acres","Acres","28","units","0","v62726060","9.5.4","315","","","","0"
"1996","Saskatchewan","2016A000247","All other land","Average area in acres","Acres","28","units","0","v62726060","9.5.4","324","","","","0"
"2001","Saskatchewan","2016A000247","All other land","Average area in acres","Acres","28","units","0","v62726060","9.5.4","375","","","","0"
"2006","Saskatchewan","2016A000247","All other land","Average area in acres","Acres","28","units","0","v62726060","9.5.4","454","","","","0"
"2011","Saskatchewan","2016A000247","All other land","Average area in acres","Acres","28","units","0","v62726060","9.5.4","550","","","","0"
"2016","Saskatchewan","2016A000247","All other land","Average area in acres","Acres","28","units","0","v62726060","9.5.4","565","","","","0"
"2021","Saskatchewan","2016A000247","All other land","Average area in acres","Acres","28","units","0","v62726060","9.5.4","605","","","","0"
"1921","Alberta","2016A000248","Total area of farms","Number of farms reporting","Number","223","units","0","v62726061","10.1.1","82954","","","","0"
"1926","Alberta","2016A000248","Total area of farms","Number of farms reporting","Number","223","units","0","v62726061","10.1.1","","..","","","0"
"1931","Alberta","2016A000248","Total area of farms","Number of farms reporting","Number","223","units","0","v62726061","10.1.1","97408","","","","0"
"1936","Alberta","2016A000248","Total area of farms","Number of farms reporting","Number","223","units","0","v62726061","10.1.1","","..","","","0"
"1941","Alberta","2016A000248","Total area of farms","Number of farms reporting","Number","223","units","0","v62726061","10.1.1","99732","","","","0"
"1946","Alberta","2016A000248","Total area of farms","Number of farms reporting","Number","223","units","0","v62726061","10.1.1","","..","","","0"
"1951","Alberta","2016A000248","Total area of farms","Number of farms reporting","Number","223","units","0","v62726061","10.1.1","84315","","","","0"
"1956","Alberta","2016A000248","Total area of farms","Number of farms reporting","Number","223","units","0","v62726061","10.1.1","79424","","","","0"
"1961","Alberta","2016A000248","Total area of farms","Number of farms reporting","Number","223","units","0","v62726061","10.1.1","73212","","","","0"
"1966","Alberta","2016A000248","Total area of farms","Number of farms reporting","Number","223","units","0","v62726061","10.1.1","69411","","","","0"
"1971","Alberta","2016A000248","Total area of farms","Number of farms reporting","Number","223","units","0","v62726061","10.1.1","62702","","","","0"
"1976","Alberta","2016A000248","Total area of farms","Number of farms reporting","Number","223","units","0","v62726061","10.1.1","61130","","","","0"
"1981","Alberta","2016A000248","Total area of farms","Number of farms reporting","Number","223","units","0","v62726061","10.1.1","58056","","","","0"
"1986","Alberta","2016A000248","Total area of farms","Number of farms reporting","Number","223","units","0","v62726061","10.1.1","57777","","","","0"
"1991","Alberta","2016A000248","Total area of farms","Number of farms reporting","Number","223","units","0","v62726061","10.1.1","57245","","","","0"
"1996","Alberta","2016A000248","Total area of farms","Number of farms reporting","Number","223","units","0","v62726061","10.1.1","59007","","","","0"
"2001","Alberta","2016A000248","Total area of farms","Number of farms reporting","Number","223","units","0","v62726061","10.1.1","53652","","","","0"
"2006","Alberta","2016A000248","Total area of farms","Number of farms reporting","Number","223","units","0","v62726061","10.1.1","49431","","","","0"
"2011","Alberta","2016A000248","Total area of farms","Number of farms reporting","Number","223","units","0","v62726061","10.1.1","43234","","","","0"
"2016","Alberta","2016A000248","Total area of farms","Number of farms reporting","Number","223","units","0","v62726061","10.1.1","40638","","","","0"
"2021","Alberta","2016A000248","Total area of farms","Number of farms reporting","Number","223","units","0","v62726061","10.1.1","41505","","","","0"
"1921","Alberta","2016A000248","Total area of farms","Acres","Acres","28","units","0","v62726062","10.1.2","29293053","","","","0"
"1926","Alberta","2016A000248","Total area of farms","Acres","Acres","28","units","0","v62726062","10.1.2","","..","","","0"
"1931","Alberta","2016A000248","Total area of farms","Acres","Acres","28","units","0","v62726062","10.1.2","38977457","","","","0"
"1936","Alberta","2016A000248","Total area of farms","Acres","Acres","28","units","0","v62726062","10.1.2","","..","","","0"
"1941","Alberta","2016A000248","Total area of farms","Acres","Acres","28","units","0","v62726062","10.1.2","43277295","","","","0"
"1946","Alberta","2016A000248","Total area of farms","Acres","Acres","28","units","0","v62726062","10.1.2","","..","","","0"
"1951","Alberta","2016A000248","Total area of farms","Acres","Acres","28","units","0","v62726062","10.1.2","44459632","","","","0"
"1956","Alberta","2016A000248","Total area of farms","Acres","Acres","28","units","0","v62726062","10.1.2","45970395","","","","0"
"1961","Alberta","2016A000248","Total area of farms","Acres","Acres","28","units","0","v62726062","10.1.2","47228653","","","","0"
"1966","Alberta","2016A000248","Total area of farms","Acres","Acres","28","units","0","v62726062","10.1.2","48982875","","","","0"
"1971","Alberta","2016A000248","Total area of farms","Acres","Acres","28","units","0","v62726062","10.1.2","49506287","","","","0"
"1976","Alberta","2016A000248","Total area of farms","Acres","Acres","28","units","0","v62726062","10.1.2","49928771","","","","0"
"1981","Alberta","2016A000248","Total area of farms","Acres","Acres","28","units","0","v62726062","10.1.2","47218170","","","","0"
"1986","Alberta","2016A000248","Total area of farms","Acres","Acres","28","units","0","v62726062","10.1.2","51040463","","","","0"
"1991","Alberta","2016A000248","Total area of farms","Acres","Acres","28","units","0","v62726062","10.1.2","51425111","","","","0"
"1996","Alberta","2016A000248","Total area of farms","Acres","Acres","28","units","0","v62726062","10.1.2","51964360","","","","0"
"2001","Alberta","2016A000248","Total area of farms","Acres","Acres","28","units","0","v62726062","10.1.2","52058898","","","","0"
"2006","Alberta","2016A000248","Total area of farms","Acres","Acres","28","units","0","v62726062","10.1.2","52127857","","","","0"
"2011","Alberta","2016A000248","Total area of farms","Acres","Acres","28","units","0","v62726062","10.1.2","50498834","","","","0"
"2016","Alberta","2016A000248","Total area of farms","Acres","Acres","28","units","0","v62726062","10.1.2","50250183","","","","0"
"2021","Alberta","2016A000248","Total area of farms","Acres","Acres","28","units","0","v62726062","10.1.2","49157232","","","","0"
"1921","Alberta","2016A000248","Total area of farms","Hectares","Hectares","149","units","0","v62726063","10.1.3","11854477","","","","0"
"1926","Alberta","2016A000248","Total area of farms","Hectares","Hectares","149","units","0","v62726063","10.1.3","","..","","","0"
"1931","Alberta","2016A000248","Total area of farms","Hectares","Hectares","149","units","0","v62726063","10.1.3","15773616","","","","0"
"1936","Alberta","2016A000248","Total area of farms","Hectares","Hectares","149","units","0","v62726063","10.1.3","","..","","","0"
"1941","Alberta","2016A000248","Total area of farms","Hectares","Hectares","149","units","0","v62726063","10.1.3","17513698","","","","0"
"1946","Alberta","2016A000248","Total area of farms","Hectares","Hectares","149","units","0","v62726063","10.1.3","","..","","","0"
"1951","Alberta","2016A000248","Total area of farms","Hectares","Hectares","149","units","0","v62726063","10.1.3","17992173","","","","0"
"1956","Alberta","2016A000248","Total area of farms","Hectares","Hectares","149","units","0","v62726063","10.1.3","18603557","","","","0"
"1961","Alberta","2016A000248","Total area of farms","Hectares","Hectares","149","units","0","v62726063","10.1.3","19112756","","","","0"
"1966","Alberta","2016A000248","Total area of farms","Hectares","Hectares","149","units","0","v62726063","10.1.3","19822664","","","","0"
"1971","Alberta","2016A000248","Total area of farms","Hectares","Hectares","149","units","0","v62726063","10.1.3","20034481","","","","0"
"1976","Alberta","2016A000248","Total area of farms","Hectares","Hectares","149","units","0","v62726063","10.1.3","20205455","","","","0"
"1981","Alberta","2016A000248","Total area of farms","Hectares","Hectares","149","units","0","v62726063","10.1.3","19108513","","","","0"
"1986","Alberta","2016A000248","Total area of farms","Hectares","Hectares","149","units","0","v62726063","10.1.3","20655340","","","","0"
"1991","Alberta","2016A000248","Total area of farms","Hectares","Hectares","149","units","0","v62726063","10.1.3","20811002","","","","0"
"1996","Alberta","2016A000248","Total area of farms","Hectares","Hectares","149","units","0","v62726063","10.1.3","21029228","","","","0"
"2001","Alberta","2016A000248","Total area of farms","Hectares","Hectares","149","units","0","v62726063","10.1.3","21067486","","","","0"
"2006","Alberta","2016A000248","Total area of farms","Hectares","Hectares","149","units","0","v62726063","10.1.3","21095393","","","","0"
"2011","Alberta","2016A000248","Total area of farms","Hectares","Hectares","149","units","0","v62726063","10.1.3","20436150","","","","0"
"2016","Alberta","2016A000248","Total area of farms","Hectares","Hectares","149","units","0","v62726063","10.1.3","20335525","","","","0"
"2021","Alberta","2016A000248","Total area of farms","Hectares","Hectares","149","units","0","v62726063","10.1.3","19893223","","","","0"
"1921","Alberta","2016A000248","Total area of farms","Average area in acres","Acres","28","units","0","v62726064","10.1.4","353","","","","0"
"1926","Alberta","2016A000248","Total area of farms","Average area in acres","Acres","28","units","0","v62726064","10.1.4","","..","","","0"
"1931","Alberta","2016A000248","Total area of farms","Average area in acres","Acres","28","units","0","v62726064","10.1.4","400","","","","0"
"1936","Alberta","2016A000248","Total area of farms","Average area in acres","Acres","28","units","0","v62726064","10.1.4","","..","","","0"
"1941","Alberta","2016A000248","Total area of farms","Average area in acres","Acres","28","units","0","v62726064","10.1.4","434","","","","0"
"1946","Alberta","2016A000248","Total area of farms","Average area in acres","Acres","28","units","0","v62726064","10.1.4","","..","","","0"
"1951","Alberta","2016A000248","Total area of farms","Average area in acres","Acres","28","units","0","v62726064","10.1.4","527","","","","0"
"1956","Alberta","2016A000248","Total area of farms","Average area in acres","Acres","28","units","0","v62726064","10.1.4","579","","","","0"
"1961","Alberta","2016A000248","Total area of farms","Average area in acres","Acres","28","units","0","v62726064","10.1.4","645","","","","0"
"1966","Alberta","2016A000248","Total area of farms","Average area in acres","Acres","28","units","0","v62726064","10.1.4","706","","","","0"
"1971","Alberta","2016A000248","Total area of farms","Average area in acres","Acres","28","units","0","v62726064","10.1.4","790","","","","0"
"1976","Alberta","2016A000248","Total area of farms","Average area in acres","Acres","28","units","0","v62726064","10.1.4","817","","","","0"
"1981","Alberta","2016A000248","Total area of farms","Average area in acres","Acres","28","units","0","v62726064","10.1.4","813","","","","0"
"1986","Alberta","2016A000248","Total area of farms","Average area in acres","Acres","28","units","0","v62726064","10.1.4","883","","","","0"
"1991","Alberta","2016A000248","Total area of farms","Average area in acres","Acres","28","units","0","v62726064","10.1.4","898","","","","0"
"1996","Alberta","2016A000248","Total area of farms","Average area in acres","Acres","28","units","0","v62726064","10.1.4","881","","","","0"
"2001","Alberta","2016A000248","Total area of farms","Average area in acres","Acres","28","units","0","v62726064","10.1.4","970","","","","0"
"2006","Alberta","2016A000248","Total area of farms","Average area in acres","Acres","28","units","0","v62726064","10.1.4","1055","","","","0"
"2011","Alberta","2016A000248","Total area of farms","Average area in acres","Acres","28","units","0","v62726064","10.1.4","1168","","","","0"
"2016","Alberta","2016A000248","Total area of farms","Average area in acres","Acres","28","units","0","v62726064","10.1.4","1237","","","","0"
"2021","Alberta","2016A000248","Total area of farms","Average area in acres","Acres","28","units","0","v62726064","10.1.4","1184","","","","0"
"1956","Alberta","2016A000248","Land in crops","Number of farms reporting","Number","223","units","0","v62726065","10.2.1","75873","","","","0"
"1961","Alberta","2016A000248","Land in crops","Number of farms reporting","Number","223","units","0","v62726065","10.2.1","70067","","","","0"
"1966","Alberta","2016A000248","Land in crops","Number of farms reporting","Number","223","units","0","v62726065","10.2.1","65664","","","","0"
"1971","Alberta","2016A000248","Land in crops","Number of farms reporting","Number","223","units","0","v62726065","10.2.1","58410","","","","0"
"1976","Alberta","2016A000248","Land in crops","Number of farms reporting","Number","223","units","0","v62726065","10.2.1","55847","","","","0"
"1981","Alberta","2016A000248","Land in crops","Number of farms reporting","Number","223","units","0","v62726065","10.2.1","53323","","","","0"
"1986","Alberta","2016A000248","Land in crops","Number of farms reporting","Number","223","units","0","v62726065","10.2.1","52347","","","","0"
"1991","Alberta","2016A000248","Land in crops","Number of farms reporting","Number","223","units","0","v62726065","10.2.1","50732","","","","0"
"1996","Alberta","2016A000248","Land in crops","Number of farms reporting","Number","223","units","0","v62726065","10.2.1","50268","","","","0"
"2001","Alberta","2016A000248","Land in crops","Number of farms reporting","Number","223","units","0","v62726065","10.2.1","46028","","","","0"
"2006","Alberta","2016A000248","Land in crops","Number of farms reporting","Number","223","units","0","v62726065","10.2.1","41172","","","","0"
"2011","Alberta","2016A000248","Land in crops","Number of farms reporting","Number","223","units","0","v62726065","10.2.1","36662","","","","0"
"2016","Alberta","2016A000248","Land in crops","Number of farms reporting","Number","223","units","0","v62726065","10.2.1","33866","","","","0"
"2021","Alberta","2016A000248","Land in crops","Number of farms reporting","Number","223","units","0","v62726065","10.2.1","33084","","","","0"
"1921","Alberta","2016A000248","Land in crops","Acres","Acres","28","units","0","v62726066","10.2.2","8523589","","","","0"
"1926","Alberta","2016A000248","Land in crops","Acres","Acres","28","units","0","v62726066","10.2.2","","..","","","0"
"1931","Alberta","2016A000248","Land in crops","Acres","Acres","28","units","0","v62726066","10.2.2","12039310","","","","0"
"1936","Alberta","2016A000248","Land in crops","Acres","Acres","28","units","0","v62726066","10.2.2","","..","","","0"
"1941","Alberta","2016A000248","Land in crops","Acres","Acres","28","units","0","v62726066","10.2.2","12284123","","","","0"
"1946","Alberta","2016A000248","Land in crops","Acres","Acres","28","units","0","v62726066","10.2.2","","..","","","0"
"1951","Alberta","2016A000248","Land in crops","Acres","Acres","28","units","0","v62726066","10.2.2","14427631","","","","0"
"1956","Alberta","2016A000248","Land in crops","Acres","Acres","28","units","0","v62726066","10.2.2","14850171","","","","0"
"1961","Alberta","2016A000248","Land in crops","Acres","Acres","28","units","0","v62726066","10.2.2","15614839","","","","0"
"1966","Alberta","2016A000248","Land in crops","Acres","Acres","28","units","0","v62726066","10.2.2","17707659","","","","0"
"1971","Alberta","2016A000248","Land in crops","Acres","Acres","28","units","0","v62726066","10.2.2","18092544","","","","0"
"1976","Alberta","2016A000248","Land in crops","Acres","Acres","28","units","0","v62726066","10.2.2","18877471","","","","0"
"1981","Alberta","2016A000248","Land in crops","Acres","Acres","28","units","0","v62726066","10.2.2","20858765","","","","0"
"1986","Alberta","2016A000248","Land in crops","Acres","Acres","28","units","0","v62726066","10.2.2","22641092","","","","0"
"1991","Alberta","2016A000248","Land in crops","Acres","Acres","28","units","0","v62726066","10.2.2","22961142","","","","0"
"1996","Alberta","2016A000248","Land in crops","Acres","Acres","28","units","0","v62726066","10.2.2","23590033","","","","0"
"2001","Alberta","2016A000248","Land in crops","Acres","Acres","28","units","0","v62726066","10.2.2","24038861","","","","0"
"2006","Alberta","2016A000248","Land in crops","Acres","Acres","28","units","0","v62726066","10.2.2","23775509","","","","0"
"2011","Alberta","2016A000248","Land in crops","Acres","Acres","28","units","0","v62726066","10.2.2","24102289","","","","0"
"2016","Alberta","2016A000248","Land in crops","Acres","Acres","28","units","0","v62726066","10.2.2","25261781","","","","0"
"2021","Alberta","2016A000248","Land in crops","Acres","Acres","28","units","0","v62726066","10.2.2","25650672","","","","0"
"1921","Alberta","2016A000248","Land in crops","Hectares","Hectares","149","units","0","v62726067","10.2.3","3449374","","","","0"
"1926","Alberta","2016A000248","Land in crops","Hectares","Hectares","149","units","0","v62726067","10.2.3","","..","","","0"
"1931","Alberta","2016A000248","Land in crops","Hectares","Hectares","149","units","0","v62726067","10.2.3","4872135","","","","0"
"1936","Alberta","2016A000248","Land in crops","Hectares","Hectares","149","units","0","v62726067","10.2.3","","..","","","0"
"1941","Alberta","2016A000248","Land in crops","Hectares","Hectares","149","units","0","v62726067","10.2.3","4971208","","","","0"
"1946","Alberta","2016A000248","Land in crops","Hectares","Hectares","149","units","0","v62726067","10.2.3","","..","","","0"
"1951","Alberta","2016A000248","Land in crops","Hectares","Hectares","149","units","0","v62726067","10.2.3","5838655","","","","0"
"1956","Alberta","2016A000248","Land in crops","Hectares","Hectares","149","units","0","v62726067","10.2.3","6009650","","","","0"
"1961","Alberta","2016A000248","Land in crops","Hectares","Hectares","149","units","0","v62726067","10.2.3","6319100","","","","0"
"1966","Alberta","2016A000248","Land in crops","Hectares","Hectares","149","units","0","v62726067","10.2.3","7166035","","","","0"
"1971","Alberta","2016A000248","Land in crops","Hectares","Hectares","149","units","0","v62726067","10.2.3","7321792","","","","0"
